Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,Returned refugees,IDPs of concern to UNHCR,Returned IDPss,Stateless persons,Others of concern,Other people in need of international protection,Host Community
2019,Nigeria,Iceland,10,45,0,0,0,0,0,,0
2019,Nigeria,Cote d'Ivoire,5,0,0,0,0,0,0,,0
2019,Nigeria,India,0,100,0,0,0,0,0,,0
2019,Nigeria,Ireland,293,703,0,0,0,0,0,,0
2019,Nigeria,Israel,6,996,0,0,0,0,0,,0
2019,Nigeria,Italy,25241,5380,0,0,0,0,0,,0
2019,Nigeria,Jordan,0,95,0,0,0,0,0,,0
2019,Nigeria,Japan,5,0,0,0,0,0,0,,0
2019,Nigeria,Kenya,5,16,0,0,0,0,0,,0
2019,Nigeria,Rep. of Korea,10,542,0,0,0,0,0,,0
2019,Nigeria,Liberia,0,5,0,0,0,0,0,,0
2019,Nigeria,Lebanon,0,63,0,0,0,0,0,,0
2019,Nigeria,Liechtenstein,0,5,0,0,0,0,0,,0
2019,Nigeria,Sri Lanka,0,5,0,0,0,0,0,,0
2019,Nigeria,Lithuania,5,0,0,0,0,0,0,,0
2019,Nigeria,Luxembourg,9,20,0,0,0,0,0,,0
2019,Nigeria,Latvia,5,0,0,0,0,0,0,,0
2019,Nigeria,Mauritania,11,106,0,0,0,0,0,,0
2019,Nigeria,Mexico,36,23,0,0,0,0,0,,0
2019,Nigeria,Mali,0,5,0,0,0,0,0,,0
2019,Nigeria,Malaysia,5,32,0,0,0,0,0,,0
2019,Nigeria,Morocco,17,277,0,0,0,0,0,,0
2019,Nigeria,Malta,124,102,0,0,0,0,0,,0
2019,Nigeria,Netherlands (Kingdom of the),289,735,0,0,0,0,0,,0
2019,Nigeria,Niger,120621,34699,0,0,0,0,0,,0
2019,Nigeria,Nigeria,0,0,0,2195779,18356,0,0,,0
2019,Nigeria,Norway,163,5,0,0,0,0,0,,0
2019,Nigeria,Panama,10,35,0,0,0,0,0,,0
2019,Nigeria,Paraguay,0,5,0,0,0,0,0,,0
2019,Nigeria,Peru,24,8,0,0,0,0,0,,0
2019,Nigeria,Philippines,6,12,0,0,0,0,0,,0
2019,Nigeria,Poland,11,10,0,0,0,0,0,,0
2019,Nigeria,Portugal,25,48,0,0,0,0,0,,0
2019,Nigeria,Romania,5,5,0,0,0,0,0,,0
2019,Nigeria,South Africa,9,6372,0,0,0,0,0,,0
2019,Nigeria,Russian Federation,0,5,0,0,0,0,0,,0
2019,Nigeria,Senegal,0,57,0,0,0,0,0,,0
2019,Nigeria,Somalia,0,5,0,0,0,0,0,,0
2019,Nigeria,Spain,87,1465,0,0,0,0,0,,0
2019,Nigeria,Serbia and Kosovo: S/RES/1244 (1999),0,10,0,0,0,0,0,,0
2019,Nigeria,Suriname,0,5,0,0,0,0,0,,0
2019,Nigeria,Slovenia,5,5,0,0,0,0,0,,0
2019,Nigeria,Sweden,588,539,0,0,0,0,0,,0
2019,Nigeria,Switzerland,246,140,0,0,0,0,0,,0
2019,Nigeria,Togo,8,14,0,0,0,0,0,,0
2019,Nigeria,Trinidad and Tobago,0,148,0,0,0,0,0,,0
2019,Nigeria,Tunisia,0,21,0,0,0,0,0,,0
2019,Nigeria,Ukraine,6,41,0,0,0,0,0,,0
2019,Nigeria,Uruguay,22,12,0,0,0,0,0,,0
2019,Nigeria,United States of America,2291,11682,0,0,0,0,0,,0
2019,Nigeria,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0,,0
2019,Nigeria,Zambia,0,5,0,0,0,0,0,,0
2019,Niue,United States of America,19,6,0,0,0,0,0,,0
2019,Norway,Australia,0,5,0,0,0,0,0,,0
2019,Norway,Brazil,0,6,0,0,0,0,0,,0
2019,Norway,United Kingdom of Great Britain and Northern Ireland,5,0,0,0,0,0,0,,0
2019,Nauru,Australia,0,15,0,0,0,0,0,,0
2019,New Zealand,Australia,26,22,0,0,0,0,0,,0
2019,New Zealand,Brazil,0,5,0,0,0,0,0,,0
2019,New Zealand,Germany,8,0,0,0,0,0,0,,0
2019,Oman,Australia,5,0,0,0,0,0,0,,0
2019,Oman,Canada,0,5,0,0,0,0,0,,0
2019,Oman,United Kingdom of Great Britain and Northern Ireland,19,17,0,0,0,0,0,,0
2019,Oman,Germany,9,11,0,0,0,0,0,,0
2019,Oman,Spain,0,5,0,0,0,0,0,,0
2019,Oman,United States of America,9,21,0,0,0,0,0,,0
2019,Pakistan,Afghanistan,72191,138,0,0,0,0,0,,0
2019,Pakistan,Argentina,38,19,0,0,0,0,0,,0
2019,Pakistan,Australia,5333,2754,0,0,0,0,0,,0
2019,Pakistan,Austria,312,612,0,0,0,0,0,,0
2019,Pakistan,Azerbaijan,16,34,0,0,0,0,0,,0
2019,Pakistan,Belgium,325,34,0,0,0,0,0,,0
2019,Pakistan,Benin,5,0,0,0,0,0,0,,0
2019,Pakistan,Bolivia (Plurinational State of),5,0,0,0,0,0,0,,0
2019,Pakistan,Brazil,329,1765,0,0,0,0,0,,0
2019,Pakistan,Bosnia and Herzegovina,0,89,0,0,0,0,2513,,0
2019,Pakistan,Bulgaria,24,68,0,0,0,0,0,,0
2019,Pakistan,Canada,5498,3244,0,0,0,0,0,,0
2019,Pakistan,China,21,20,0,0,0,0,0,,0
2019,Pakistan,Chile,0,7,0,0,0,0,0,,0
2019,Pakistan,Costa Rica,5,11,0,0,0,0,0,,0
2019,Pakistan,Cyprus,17,1357,0,0,0,0,0,,0
2019,Pakistan,Czechia,14,16,0,0,0,0,0,,0
2019,Pakistan,Denmark,65,20,0,0,0,0,0,,0
2019,Pakistan,Ecuador,29,12,0,0,0,0,0,,0
2019,Pakistan,Estonia,5,0,0,0,0,0,0,,0
2019,Pakistan,Fiji,7,0,0,0,0,0,0,,0
2019,Pakistan,Finland,76,41,0,0,0,0,0,,0
2019,Pakistan,France,1852,2733,0,0,0,0,0,,0
2019,Pakistan,United Kingdom of Great Britain and Northern Ireland,8164,3910,0,0,0,0,0,,0
2019,Pakistan,Georgia,11,20,0,0,0,0,0,,0
2019,Pakistan,Germany,8125,10081,0,0,0,0,0,,0
2019,Pakistan,Ghana,26,41,0,0,0,0,0,,0
2019,Pakistan,Greece,1019,6018,0,0,0,0,0,,0
2019,Pakistan,Guyana,5,0,0,0,0,0,0,,0
2019,Pakistan,"China, Hong Kong SAR",6,0,0,0,0,0,0,,0
2019,Pakistan,Croatia,7,12,0,0,0,0,0,,0
2019,Pakistan,Hungary,58,27,0,0,0,0,0,,0
2019,Pakistan,Iceland,18,12,0,0,0,0,0,,0
2019,Pakistan,Indonesia,316,25,6,0,0,0,0,,0
2019,Pakistan,Ireland,297,786,0,0,0,0,0,,0
2019,Pakistan,Iran (Islamic Rep. of),10,0,0,0,0,0,0,,0
2019,Pakistan,Iraq,0,25,0,0,0,0,0,,0
2019,Pakistan,Italy,20063,7800,0,0,0,0,0,,0
2019,Pakistan,Jordan,5,25,0,0,0,0,0,,0
2019,Pakistan,Japan,35,0,0,0,0,0,0,,0
2019,Pakistan,Kenya,9,7,0,0,0,0,0,,0
2019,Pakistan,Rep. of Korea,105,1769,0,0,0,0,0,,0
2019,Pakistan,Kuwait,0,12,0,0,0,0,0,,0
2019,Pakistan,Lebanon,6,5,0,0,0,0,0,,0
2019,Pakistan,Sri Lanka,800,284,0,0,0,0,0,,0
2019,Pakistan,Lithuania,5,0,0,0,0,0,0,,0
2019,Pakistan,Luxembourg,0,5,0,0,0,0,0,,0
2019,Pakistan,Madagascar,53,90,0,0,0,0,0,,0
2019,Pakistan,North Macedonia,5,8,0,0,0,0,0,,0
2019,Pakistan,Mexico,10,11,0,0,0,0,0,,0
2019,Pakistan,Mali,10,0,0,0,0,0,0,,0
2019,Pakistan,Malaysia,3033,3574,0,0,0,0,0,,0
2019,Pakistan,Montenegro,0,9,0,0,0,0,0,,0
2019,Pakistan,Morocco,10,9,0,0,0,0,0,,0
2019,Pakistan,Malta,58,90,0,0,0,0,0,,0
2019,Pakistan,Mauritius,5,0,0,0,0,0,0,,0
2019,Pakistan,Nepal,176,30,0,0,0,0,0,,0
2019,Pakistan,Netherlands (Kingdom of the),456,375,0,0,0,0,0,,0
2019,Pakistan,Niger,0,8,0,0,0,0,0,,0
2019,Pakistan,Norway,96,21,0,0,0,0,0,,0
2019,Pakistan,Nauru,42,26,0,0,0,0,0,,0
2019,Pakistan,New Zealand,63,11,0,0,0,0,0,,0
2019,Pakistan,Oman,5,0,0,0,0,0,0,,0
2019,Pakistan,Pakistan,0,0,0,100680,18,0,0,,0
2019,Pakistan,Panama,0,29,0,0,0,0,0,,0
2019,Pakistan,Peru,0,10,0,0,0,0,0,,0
2019,Pakistan,Philippines,88,17,0,0,0,0,0,,0
2019,Pakistan,Papua New Guinea,40,5,0,0,0,0,0,,0
2019,Pakistan,Poland,32,22,0,0,0,0,0,,0
2019,Pakistan,Portugal,69,12,0,0,0,0,0,,0
2019,Pakistan,Romania,42,7,0,0,0,0,0,,0
2019,Pakistan,South Africa,12,10281,0,0,0,0,0,,0
2019,Pakistan,Russian Federation,5,0,0,0,0,0,0,,0
2019,Pakistan,Somalia,0,5,0,0,0,0,0,,0
2019,Pakistan,Spain,407,1210,0,0,0,0,0,,0
2019,Pakistan,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,0,0,0,358,,0
2019,Pakistan,Slovakia,7,0,0,0,0,0,0,,0
2019,Pakistan,Slovenia,0,21,0,0,0,0,0,,0
2019,Pakistan,Sweden,595,515,0,0,0,0,0,,0
2019,Pakistan,Switzerland,241,148,0,0,0,0,0,,0
2019,Pakistan,Syrian Arab Rep.,207,10,0,0,0,0,0,,0
2019,Pakistan,Thailand,1667,111,0,0,0,0,0,,0
2019,Pakistan,Trinidad and Tobago,9,21,0,0,0,0,0,,0
2019,Pakistan,United Arab Emirates,5,0,0,0,0,0,0,,0
2019,Pakistan,Uganda,220,22,0,0,0,0,0,,0
2019,Pakistan,Ukraine,8,83,0,0,0,0,0,,0
2019,Pakistan,Uruguay,0,40,0,0,0,0,0,,0
2019,Pakistan,United States of America,3964,5567,0,0,0,0,0,,0
2019,Pakistan,Yemen,0,9,0,0,0,0,0,,0
2019,Panama,Brazil,0,9,0,0,0,0,0,,0
2019,Panama,Canada,22,18,0,0,0,0,0,,0
2019,Panama,Costa Rica,5,13,0,0,0,0,0,,0
2019,Panama,Ecuador,0,5,0,0,0,0,0,,0
2019,Panama,Mexico,5,11,0,0,0,0,0,,0
2019,Panama,Peru,0,9,0,0,0,0,0,,0
2019,Panama,Spain,0,70,0,0,0,0,0,,0
2019,Panama,United States of America,13,105,0,0,0,0,0,,0
2019,Paraguay,Argentina,9,8,0,0,0,0,0,,0
2019,Paraguay,Brazil,5,140,0,0,0,0,0,,0
2019,Paraguay,Canada,20,6,0,0,0,0,0,,0
2019,Paraguay,France,6,0,0,0,0,0,0,,0
2019,Paraguay,Germany,0,6,0,0,0,0,0,,0
2019,Paraguay,Italy,7,22,0,0,0,0,0,,0
2019,Paraguay,Peru,0,5,0,0,0,0,0,,0
2019,Paraguay,Spain,5,355,0,0,0,0,0,,0
2019,Paraguay,Switzerland,5,0,0,0,0,0,0,,0
2019,Paraguay,Uruguay,7,0,0,0,0,0,0,,0
2019,Paraguay,United States of America,20,90,0,0,0,0,0,,0
2019,Peru,Argentina,544,39,0,0,0,0,0,,0
2019,Peru,Australia,20,57,0,0,0,0,0,,0
2019,Peru,Belgium,0,7,0,0,0,0,0,,0
2019,Peru,Bolivia (Plurinational State of),515,0,0,0,0,0,0,,0
2019,Peru,Brazil,46,165,0,0,0,0,0,,0
2019,Peru,Belize,0,5,0,0,0,0,0,,0
2019,Peru,Canada,173,291,0,0,0,0,0,,0
2019,Peru,Chile,113,15,0,0,0,0,0,,0
2019,Peru,Costa Rica,13,0,0,0,0,0,0,,0
2019,Peru,Ecuador,82,90,0,0,0,0,0,,0
2019,Peru,Finland,0,5,0,0,0,0,0,,0
2019,Peru,France,326,24,0,0,0,0,0,,0
2019,Peru,Germany,40,5,0,0,0,0,0,,0
2019,Peru,Greece,0,5,0,0,0,0,0,,0
2019,Peru,Iceland,5,0,0,0,0,0,0,,0
2019,Peru,Italy,246,1046,0,0,0,0,0,,0
2019,Peru,Rep. of Korea,0,9,0,0,0,0,0,,0
2019,Peru,Luxembourg,5,0,0,0,0,0,0,,0
2019,Peru,Mexico,16,24,0,0,0,0,0,,0
2019,Peru,Malta,0,5,0,0,0,0,0,,0
2019,Peru,Netherlands (Kingdom of the),9,9,0,0,0,0,0,,0
2019,Peru,Norway,0,10,0,0,0,0,0,,0
2019,Peru,Panama,23,5,0,0,0,0,0,,0
2019,Peru,Paraguay,5,0,0,0,0,0,0,,0
2019,Peru,Spain,26,3575,0,0,0,0,0,,0
2019,Peru,Sweden,10,108,0,0,0,0,0,,0
2019,Peru,Switzerland,6,0,0,0,0,0,0,,0
2019,Peru,Uruguay,6,0,0,0,0,0,0,,0
2019,Peru,United States of America,531,3170,0,0,0,0,0,,0
2019,Peru,Venezuela (Bolivarian Republic of),5,0,0,0,0,0,0,,0
2019,Philippines,Australia,48,1279,0,0,0,0,0,,0
2019,Philippines,Austria,16,13,0,0,0,0,0,,0
2019,Philippines,Brazil,0,550,0,0,0,0,0,,0
2019,Philippines,Canada,64,131,0,0,0,0,0,,0
2019,Philippines,Cyprus,12,256,0,0,0,0,0,,0
2019,Philippines,Djibouti,5,0,0,0,0,0,0,,0
2019,Philippines,Ecuador,0,6,0,0,0,0,0,,0
2019,Philippines,Finland,0,5,0,0,0,0,0,,0
2019,Philippines,France,5,0,0,0,0,0,0,,0
2019,Philippines,United Kingdom of Great Britain and Northern Ireland,40,179,0,0,0,0,0,,0
2019,Philippines,Germany,40,36,0,0,0,0,0,,0
2019,Philippines,Greece,7,7,0,0,0,0,0,,0
2019,Philippines,"China, Hong Kong SAR",5,0,0,0,0,0,0,,0
2019,Philippines,Israel,0,7,0,0,0,0,0,,0
2019,Philippines,Italy,90,94,0,0,0,0,0,,0
2019,Philippines,Jordan,0,5,0,0,0,0,0,,0
2019,Philippines,Rep. of Korea,0,562,0,0,0,0,0,,0
2019,Philippines,Kuwait,0,5,0,0,0,0,0,,0
2019,Philippines,Lebanon,0,23,0,0,0,0,11,,0
2019,Philippines,Malaysia,24,0,0,0,0,0,55000,,0
2019,Philippines,Mauritius,0,5,0,0,0,0,0,,0
2019,Philippines,Norway,6,0,0,0,0,0,0,,0
2019,Philippines,New Zealand,7,6,0,0,0,0,0,,0
2019,Philippines,Peru,0,19,0,0,0,0,0,,0
2019,Philippines,Philippines,0,0,0,178897,115106,0,0,,0
2019,Philippines,Spain,0,10,0,0,0,0,0,,0
2019,Philippines,Sweden,7,19,0,0,0,0,0,,0
2019,Philippines,Switzerland,10,0,0,0,0,0,0,,0
2019,Philippines,Trinidad and Tobago,0,5,0,0,0,0,0,,0
2019,Philippines,United Arab Emirates,0,0,0,0,0,0,18,,0
2019,Philippines,United States of America,168,1510,0,0,0,0,0,,0
2019,Papua New Guinea,Australia,470,544,0,0,0,0,0,,0
2019,Papua New Guinea,Canada,5,0,0,0,0,0,0,,0
2019,Papua New Guinea,New Zealand,0,5,0,0,0,0,0,,0
2019,Poland,Australia,0,23,0,0,0,0,0,,0
2019,Poland,Belgium,117,0,0,0,0,0,0,,0
2019,Poland,Brazil,0,12,0,0,0,0,0,,0
2019,Poland,Canada,76,125,0,0,0,0,0,,0
2019,Poland,France,132,0,0,0,0,0,0,,0
2019,Poland,Germany,619,0,0,0,0,0,0,,0
2019,Poland,Peru,0,5,0,0,0,0,0,,0
2019,Poland,Sweden,5,0,0,0,0,0,0,,0
2019,Poland,United States of America,12,851,0,0,0,0,0,,0
2019,Portugal,Australia,0,15,0,0,0,0,0,,0
2019,Portugal,Brazil,0,92,0,0,0,0,0,,0
2019,Portugal,Canada,5,23,0,0,0,0,0,,0
2019,Portugal,Germany,5,5,0,0,0,0,0,,0
2019,Portugal,Mexico,5,5,0,0,0,0,0,,0
2019,Portugal,Peru,0,14,0,0,0,0,0,,0
2019,Portugal,Spain,0,5,0,0,0,0,0,,0
2019,Portugal,Switzerland,5,0,0,0,0,0,0,,0
2019,Portugal,United States of America,5,179,0,0,0,0,0,,0
2019,Qatar,Canada,5,0,0,0,0,0,0,,0
2019,Qatar,United Kingdom of Great Britain and Northern Ireland,5,10,0,0,0,0,0,,0
2019,Qatar,Germany,5,0,0,0,0,0,0,,0
2019,Qatar,United States of America,21,26,0,0,0,0,0,,0
2019,Romania,Argentina,51,0,0,0,0,0,0,,0
2019,Romania,Australia,5,9,0,0,0,0,0,,0
2019,Romania,Austria,5,5,0,0,0,0,0,,0
2019,Romania,Belgium,37,0,0,0,0,0,0,,0
2019,Romania,Brazil,0,15,0,0,0,0,0,,0
2019,Romania,Canada,390,727,0,0,0,0,0,,0
2019,Romania,Dem. Rep. of the Congo,0,5,0,0,0,0,0,,0
2019,Romania,Colombia,7,0,0,0,0,0,0,,0
2019,Romania,France,143,0,0,0,0,0,0,,0
2019,Romania,United Kingdom of Great Britain and Northern Ireland,5,6,0,0,0,0,0,,0
2019,Romania,Germany,146,13,0,0,0,0,0,,0
2019,Romania,Israel,0,50,0,0,0,0,0,,0
2019,Romania,Mexico,7,0,0,0,0,0,0,,0
2019,Romania,Slovakia,37,0,0,0,0,0,0,,0
2019,Romania,Sweden,56,0,0,0,0,0,0,,0
2019,Romania,Switzerland,19,0,0,0,0,0,0,,0
2019,Romania,United States of America,444,3080,0,0,0,0,0,,0
2019,South Africa,Argentina,0,16,0,0,0,0,0,,0
2019,South Africa,Australia,31,444,0,0,0,0,0,,0
2019,South Africa,Austria,5,0,0,0,0,0,0,,0
2019,South Africa,Belgium,5,0,0,0,0,0,0,,0
2019,South Africa,Bahamas,0,8,0,0,0,0,0,,0
2019,South Africa,Brazil,5,424,0,0,0,0,0,,0
2019,South Africa,Canada,0,220,0,0,0,0,0,,0
2019,South Africa,France,48,8,0,0,0,0,0,,0
2019,South Africa,United Kingdom of Great Britain and Northern Ireland,156,152,0,0,0,0,0,,0
2019,South Africa,Georgia,0,5,0,0,0,0,0,,0
2019,South Africa,Germany,19,73,0,0,0,0,0,,0
2019,South Africa,Ireland,77,519,0,0,0,0,0,,0
2019,South Africa,Israel,0,502,0,0,0,0,0,,0
2019,South Africa,Italy,13,0,0,0,0,0,0,,0
2019,South Africa,Rep. of Korea,0,134,0,0,0,0,0,,0
2019,South Africa,Mexico,0,11,0,0,0,0,0,,0
2019,South Africa,Mauritius,5,0,0,0,0,0,0,,0
2019,South Africa,Netherlands (Kingdom of the),0,6,0,0,0,0,0,,0
2019,South Africa,New Zealand,8,10,0,0,0,0,0,,0
2019,South Africa,Romania,0,5,0,0,0,0,0,,0
2019,South Africa,Spain,0,5,0,0,0,0,0,,0
2019,South Africa,Sweden,0,6,0,0,0,0,0,,0
2019,South Africa,Switzerland,11,0,0,0,0,0,0,,0
2019,South Africa,United States of America,52,291,0,0,0,0,0,,0
2019,South Africa,Zambia,6,0,0,0,0,0,0,,0
2019,South Africa,Zimbabwe,0,0,0,0,0,0,6,,0
2019,Russian Federation,Egypt,8,24,0,0,0,0,0,,0
2019,Russian Federation,Argentina,79,82,0,0,0,0,0,,0
2019,Russian Federation,Armenia,0,5,0,0,0,0,0,,0
2019,Russian Federation,Australia,49,66,0,0,0,0,0,,0
2019,Russian Federation,Austria,8664,1194,0,0,0,0,0,,0
2019,Russian Federation,Azerbaijan,372,30,5,0,0,0,0,,0
2019,Russian Federation,Belgium,2772,223,0,0,0,0,0,,0
2019,Russian Federation,Bolivia (Plurinational State of),14,0,0,0,0,0,0,,0
2019,Russian Federation,Brazil,13,46,0,0,0,0,0,,0
2019,Russian Federation,Bulgaria,0,28,0,0,0,0,0,,0
2019,Russian Federation,Canada,735,207,0,0,0,0,0,,0
2019,Russian Federation,Chile,5,7,0,0,0,0,0,,0
2019,Russian Federation,Costa Rica,25,0,0,0,0,0,0,,0
2019,Russian Federation,Cyprus,77,81,0,0,0,0,0,,0
2019,Russian Federation,Czechia,164,59,0,0,0,0,0,,0
2019,Russian Federation,Denmark,855,61,0,0,0,0,0,,0
2019,Russian Federation,Ecuador,35,6,0,0,0,0,0,,0
2019,Russian Federation,Estonia,30,18,0,0,0,0,0,,0
2019,Russian Federation,Finland,833,770,0,0,0,0,0,,0
2019,Russian Federation,France,16412,2864,0,0,0,0,0,,0
2019,Russian Federation,United Kingdom of Great Britain and Northern Ireland,722,453,0,0,0,0,0,,0
2019,Russian Federation,Georgia,240,50,0,0,0,0,0,,0
2019,Russian Federation,Germany,8722,15409,0,0,0,0,0,,0
2019,Russian Federation,Greece,18,64,0,0,0,0,0,,0
2019,Russian Federation,Guatemala,5,0,0,0,0,0,0,,0
2019,Russian Federation,Croatia,15,0,0,0,0,0,0,,0
2019,Russian Federation,Hungary,36,0,0,0,0,0,0,,0
2019,Russian Federation,Iceland,11,5,0,0,0,0,0,,0
2019,Russian Federation,India,0,14,0,0,0,0,0,,0
2019,Russian Federation,Indonesia,5,0,0,0,0,0,0,,0
2019,Russian Federation,Ireland,74,31,0,0,0,0,0,,0
2019,Russian Federation,Israel,0,5932,0,0,0,0,0,,0
2019,Russian Federation,Italy,357,108,0,0,0,0,0,,0
2019,Russian Federation,Jordan,24,11,0,0,0,0,0,,0
2019,Russian Federation,Rep. of Korea,13,3628,0,0,0,0,0,,0
2019,Russian Federation,Lithuania,668,202,0,0,0,0,0,,0
2019,Russian Federation,Luxembourg,20,10,0,0,0,0,0,,0
2019,Russian Federation,Latvia,56,6,0,0,0,0,0,,0
2019,Russian Federation,Mauritania,0,7,0,0,0,0,0,,0
2019,Russian Federation,North Macedonia,0,5,0,0,0,0,0,,0
2019,Russian Federation,Rep. of Moldova,5,5,0,0,0,0,0,,0
2019,Russian Federation,Mexico,39,24,0,0,0,0,0,,0
2019,Russian Federation,Malaysia,6,0,0,0,0,0,0,,0
2019,Russian Federation,Montenegro,0,12,0,0,0,0,0,,0
2019,Russian Federation,Malta,18,5,0,0,0,0,0,,0
2019,Russian Federation,Netherlands (Kingdom of the),300,185,0,0,0,0,0,,0
2019,Russian Federation,Norway,587,50,0,0,0,0,0,,0
2019,Russian Federation,New Zealand,26,7,0,0,0,0,0,,0
2019,Russian Federation,Pakistan,6,0,0,0,0,0,0,,0
2019,Russian Federation,Peru,0,5,0,0,0,0,0,,0
2019,Russian Federation,Philippines,5,0,0,0,0,0,0,,0
2019,Russian Federation,Poland,9870,3320,0,0,0,0,0,,0
2019,Russian Federation,Portugal,16,9,0,0,0,0,0,,0
2019,Russian Federation,South Africa,10,0,0,0,0,0,0,,0
2019,Russian Federation,Spain,211,1705,0,0,0,0,0,,0
2019,Russian Federation,Serbia and Kosovo: S/RES/1244 (1999),5,7,0,0,0,0,0,,0
2019,Russian Federation,Slovakia,37,0,0,0,0,0,0,,0
2019,Russian Federation,Slovenia,19,5,0,0,0,0,0,,0
2019,Russian Federation,Sweden,1506,662,0,0,0,0,0,,0
2019,Russian Federation,Switzerland,723,138,0,0,0,0,0,,0
2019,Russian Federation,United Arab Emirates,0,5,0,0,0,0,0,,0
2019,Russian Federation,Ukraine,122,233,0,0,0,0,0,,0
2019,Russian Federation,Uruguay,12,5,0,0,0,0,0,,0
2019,Russian Federation,United States of America,6702,10194,0,0,0,0,0,,0
2019,Rwanda,Angola,507,67,0,0,0,0,0,,0
2019,Rwanda,Egypt,5,0,0,0,0,0,0,,0
2019,Rwanda,Australia,79,66,0,0,0,0,0,,0
2019,Rwanda,Austria,19,7,0,0,0,0,0,,0
2019,Rwanda,Burundi,575,776,0,0,0,0,36,,0
2019,Rwanda,Belgium,864,255,0,0,0,0,0,,0
2019,Rwanda,Burkina Faso,16,0,0,0,0,0,0,,0
2019,Rwanda,Botswana,14,5,0,0,0,0,0,,0
2019,Rwanda,Brazil,18,5,0,0,0,0,0,,0
2019,Rwanda,Canada,800,709,0,0,0,0,0,,0
2019,Rwanda,Central African Rep.,209,0,0,0,0,0,0,,0
2019,Rwanda,Chad,13,0,0,0,0,0,0,,0
2019,Rwanda,China,0,8,0,0,0,0,0,,0
2019,Rwanda,Cameroon,334,211,0,0,0,0,0,,0
2019,Rwanda,Congo,811,406,10,0,0,0,9198,,0
2019,Rwanda,Dem. Rep. of the Congo,214989,133,2136,0,0,0,0,,0
2019,Rwanda,Cyprus,5,5,0,0,0,0,0,,0
2019,Rwanda,Denmark,15,0,0,0,0,0,0,,0
2019,Rwanda,Ecuador,0,5,0,0,0,0,0,,0
2019,Rwanda,Ethiopia,11,6,0,0,0,0,0,,0
2019,Rwanda,Finland,28,29,0,0,0,0,0,,0
2019,Rwanda,France,2995,439,0,0,0,0,0,,0
2019,Rwanda,United Kingdom of Great Britain and Northern Ireland,118,31,0,0,0,0,0,,0
2019,Rwanda,Germany,270,193,0,0,0,0,0,,0
2019,Rwanda,Ghana,36,5,0,0,0,0,0,,0
2019,Rwanda,Greece,10,5,0,0,0,0,0,,0
2019,Rwanda,Guinea,10,0,0,0,0,0,0,,0
2019,Rwanda,"China, Hong Kong SAR",20,0,0,0,0,0,0,,0
2019,Rwanda,Cote d'Ivoire,53,5,0,0,0,0,0,,0
2019,Rwanda,India,5,5,0,0,0,0,0,,0
2019,Rwanda,Ireland,36,0,0,0,0,0,0,,0
2019,Rwanda,Israel,0,7,0,0,0,0,0,,0
2019,Rwanda,Italy,16,5,0,0,0,0,0,,0
2019,Rwanda,Kenya,732,1056,0,0,0,0,0,,0
2019,Rwanda,Rep. of Korea,0,26,0,0,0,0,0,,0
2019,Rwanda,Libya,5,0,0,0,0,0,0,,0
2019,Rwanda,Luxembourg,19,5,0,0,0,0,0,,0
2019,Rwanda,Mali,7,10,0,0,0,0,0,,0
2019,Rwanda,Malawi,2163,4117,0,0,0,0,227,,0
2019,Rwanda,Mozambique,687,2972,0,0,0,0,0,,0
2019,Rwanda,Namibia,121,32,0,0,0,0,0,,0
2019,Rwanda,Netherlands (Kingdom of the),51,15,0,0,0,0,0,,0
2019,Rwanda,Niger,18,0,0,0,0,0,0,,0
2019,Rwanda,Norway,36,6,0,0,0,0,0,,0
2019,Rwanda,Poland,5,0,0,0,0,0,0,,0
2019,Rwanda,Portugal,5,0,0,0,0,0,0,,0
2019,Rwanda,Romania,7,5,0,0,0,0,0,,0
2019,Rwanda,South Africa,1067,1083,0,0,0,0,0,,0
2019,Rwanda,Rwanda,0,0,0,0,0,0,921,,0
2019,Rwanda,Senegal,13,7,0,0,0,0,0,,0
2019,Rwanda,Spain,5,5,0,0,0,0,0,,0
2019,Rwanda,Eswatini,184,104,0,0,0,0,0,,0
2019,Rwanda,Sweden,42,88,0,0,0,0,0,,0
2019,Rwanda,Switzerland,126,6,0,0,0,0,0,,0
2019,Rwanda,United Rep. of Tanzania,65,30,0,0,0,0,9,,0
2019,Rwanda,Togo,120,0,0,0,0,0,0,,0
2019,Rwanda,Tunisia,6,0,0,0,0,0,0,,0
2019,Rwanda,Uganda,15362,1748,0,0,0,0,0,,0
2019,Rwanda,Ukraine,5,0,0,0,0,0,0,,0
2019,Rwanda,United States of America,1247,897,0,0,0,0,0,,0
2019,Rwanda,Venezuela (Bolivarian Republic of),5,0,0,0,0,0,0,,0
2019,Rwanda,Zambia,774,64,0,0,0,0,5043,,0
2019,Rwanda,Zimbabwe,649,62,0,0,0,0,132,,0
2019,El Salvador,Argentina,32,42,0,0,0,0,0,,0
2019,El Salvador,Australia,8,26,0,0,0,0,0,,0
2019,El Salvador,Belgium,389,162,0,0,0,0,0,,0
2019,El Salvador,Brazil,60,0,0,0,0,0,0,,0
2019,El Salvador,Belize,24,1259,0,0,0,0,0,,0
2019,El Salvador,Canada,1547,700,0,0,0,0,0,,0
